序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
782,,其他,other,V3.0,,1562,1562,Int,40782,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40782
783,,其他,other,V3.0,,1564,1564,Int,40783,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40783
784,,其他,other,V3.0,,1566,1566,Int,40784,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40784
785,,其他,other,V3.0,,1568,1568,Int,40785,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40785
786,,其他,other,V3.0,,1570,1570,Int,40786,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40786
787,,其他,other,V3.0,,1572,1572,Int,40787,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40787
788,,其他,other,V3.0,,1574,1574,Int,40788,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40788
789,,其他,other,V3.0,,1576,1576,Int,40789,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40789
790,,其他,other,V3.0,,1578,1578,Int,40790,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40790
791,,其他,other,V3.0,,1580,1580,Int,40791,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40791
792,,其他,other,V3.0,,1582,1582,Int,40792,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40792
793,,其他,other,V3.0,,1584,1584,Int,40793,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40793
794,,其他,other,V3.0,,1586,1586,Int,40794,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40794
795,,其他,other,V3.0,,1588,1588,Int,40795,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40795
796,,其他,other,V3.0,,1590,1590,Int,40796,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40796
797,,其他,other,V3.0,,1592,1592,Int,40797,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40797
798,,其他,other,V3.0,,1594,1594,Int,40798,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40798
799,,其他,other,V3.0,,1596,1596,Int,40799,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40799
800,,其他,other,V3.0,,1598,1598,Int,40800,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40800
801,,其他,other,V3.0,,1600,1600,Int,40801,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40801
802,,其他,other,V3.0,,1602,1602,Int,40802,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40802
803,,其他,other,V3.0,,1604,1604,Int,40803,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40803
804,,其他,other,V3.0,,1606,1606,Int,40804,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40804
805,,其他,other,V3.0,,1608,1608,Int,40805,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40805
806,,其他,other,V3.0,,1610,1610,Int,40806,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40806
807,,其他,other,V3.0,,1612,1612,Int,40807,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40807
808,,其他,other,V3.0,,1614,1614,Int,40808,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40808
809,,其他,other,V3.0,,1616,1616,Int,40809,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40809
810,,其他,other,V3.0,,1618,1618,Int,40810,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40810
811,,其他,other,V3.0,,1620,1620,Int,40811,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40811
812,,其他,other,V3.0,,1622,1622,Int,40812,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40812
813,,其他,other,V3.0,,1624,1624,Int,40813,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40813
814,,其他,other,V3.0,,1626,1626,Int,40814,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40814
815,,其他,other,V3.0,,1628,1628,Int,40815,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40815
816,,其他,other,V3.0,,1630,1630,Int,40816,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40816
817,,其他,other,V3.0,,1632,1632,Int,40817,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40817
818,,其他,other,V3.0,,1634,1634,Int,40818,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40818
819,,其他,other,V3.0,,1636,1636,Int,40819,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40819
820,,其他,other,V3.0,,1638,1638,Int,40820,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40820
821,,其他,other,V3.0,,1640,1640,Int,40821,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40821
822,,其他,other,V3.0,,1642,1642,Int,40822,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40822
823,,其他,other,V3.0,,1644,1644,Int,40823,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40823
824,,其他,other,V3.0,,1646,1646,Int,40824,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40824
825,,其他,other,V3.0,,1648,1648,Int,40825,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40825
826,,其他,other,V3.0,,1650,1650,Int,40826,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40826
827,,其他,other,V3.0,,1652,1652,Int,40827,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40827
828,,其他,other,V3.0,,1654,1654,Int,40828,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40828
829,,其他,other,V3.0,,1656,1656,Int,40829,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40829
830,,其他,other,V3.0,,1658,1658,Int,40830,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40830
831,,其他,other,V3.0,,1660,1660,Int,40831,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40831
832,,其他,other,V3.0,,1662,1662,Int,40832,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40832
833,,其他,other,V3.0,,1664,1664,Int,40833,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40833
834,,其他,other,V3.0,,1666,1666,Int,40834,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40834
835,,其他,other,V3.0,,1668,1668,Int,40835,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40835
836,,其他,other,V3.0,,1670,1670,Int,40836,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40836
837,,其他,other,V3.0,,1672,1672,Int,40837,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40837
838,,其他,other,V3.0,,1674,1674,Int,40838,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40838
839,,其他,other,V3.0,,1676,1676,Int,40839,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40839
840,,其他,other,V3.0,,1678,1678,Int,40840,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40840
841,,其他,other,V3.0,,1680,1680,Int,40841,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40841
842,,其他,other,V3.0,,1682,1682,Int,40842,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40842
843,,其他,other,V3.0,,1684,1684,Int,40843,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40843
844,,其他,other,V3.0,,1686,1686,Int,40844,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40844
845,,其他,other,V3.0,,1688,1688,Int,40845,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40845
846,,其他,other,V3.0,,1690,1690,Int,40846,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40846
847,,其他,other,V3.0,,1692,1692,Int,40847,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40847
848,,其他,other,V3.0,,1694,1694,Int,40848,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40848
849,,其他,other,V3.0,,1696,1696,Int,40849,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40849
850,,其他,other,V3.0,,1698,1698,Int,40850,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40850
851,,其他,other,V3.0,,1700,1700,Int,40851,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40851
852,,其他,other,V3.0,,1702,1702,Int,40852,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40852
853,,其他,other,V3.0,,1704,1704,Int,40853,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40853
854,,其他,other,V3.0,,1706,1706,Int,40854,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40854
855,,其他,other,V3.0,,1708,1708,Int,40855,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40855
856,,其他,other,V3.0,,1710,1710,Int,40856,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40856
857,,其他,other,V3.0,,1712,1712,Int,40857,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40857
858,,其他,other,V3.0,,1714,1714,Int,40858,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40858
859,,其他,other,V3.0,,1716,1716,Int,40859,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40859
860,,其他,other,V3.0,,1718,1718,Int,40860,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40860
861,,其他,other,V3.0,,1720,1720,Int,40861,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40861
862,,其他,other,V3.0,,1722,1722,Int,40862,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40862
863,,其他,other,V3.0,,1724,1724,Int,40863,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40863
864,,其他,other,V3.0,,1726,1726,Int,40864,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40864
865,,其他,other,V3.0,,1728,1728,Int,40865,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40865
866,,其他,other,V3.0,,1730,1730,Int,40866,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40866
867,,其他,other,V3.0,,1732,1732,Int,40867,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40867
868,,其他,other,V3.0,,1734,1734,Int,40868,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40868
869,,其他,other,V3.0,,1736,1736,Int,40869,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40869
870,,其他,other,V3.0,,1738,1738,Int,40870,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40870
871,,其他,other,V3.0,,1740,1740,Int,40871,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40871
872,,其他,other,V3.0,,1742,1742,Int,40872,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40872
873,,其他,other,V3.0,,1744,1744,Int,40873,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40873
874,,其他,other,V3.0,,1746,1746,Int,40874,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40874
875,,其他,other,V3.0,,1748,1748,Int,40875,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40875
876,,其他,other,V3.0,,1750,1750,Int,40876,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40876
877,,其他,other,V3.0,,1752,1752,Int,40877,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40877
878,,其他,other,V3.0,,1754,1754,Int,40878,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40878
879,,其他,other,V3.0,,1756,1756,Int,40879,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40879
880,,其他,other,V3.0,,1758,1758,Int,40880,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40880
881,,其他,other,V3.0,,1760,1760,Int,40881,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40881
882,,其他,other,V3.0,,1762,1762,Int,40882,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40882
883,,其他,other,V3.0,,1764,1764,Int,40883,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40883
884,,其他,other,V3.0,,1766,1766,Int,40884,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40884
885,,其他,other,V3.0,,1768,1768,Int,40885,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40885
886,,其他,other,V3.0,,1770,1770,Int,40886,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40886
887,,其他,other,V3.0,,1772,1772,Int,40887,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40887
888,,其他,other,V3.0,,1774,1774,Int,40888,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40888
889,,其他,other,V3.0,,1776,1776,Int,40889,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40889
890,,其他,other,V3.0,,1778,1778,Int,40890,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40890
891,,其他,other,V3.0,,1780,1780,Int,40891,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40891
892,,其他,other,V3.0,,1782,1782,Int,40892,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40892
893,,其他,other,V3.0,,1784,1784,Int,40893,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40893
894,,其他,other,V3.0,,1786,1786,Int,40894,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40894
895,,其他,other,V3.0,,1788,1788,Int,40895,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40895
896,,其他,other,V3.0,,1790,1790,Int,40896,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40896
897,,其他,other,V3.0,,1792,1792,Int,40897,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40897
898,,其他,other,V3.0,,1794,1794,Int,40898,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40898
899,,其他,other,V3.0,,1796,1796,Int,40899,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40899
900,,其他,other,V3.0,,1798,1798,Int,40900,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40900
901,,其他,other,V3.0,,1800,1800,Int,40901,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40901
902,,其他,other,V3.0,,1802,1802,Int,40902,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40902
903,,其他,other,V3.0,,1804,1804,Int,40903,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40903
904,,其他,other,V3.0,,1806,1806,Int,40904,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40904
905,,其他,other,V3.0,,1808,1808,Int,40905,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40905
906,,其他,other,V3.0,,1810,1810,Int,40906,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40906
907,,其他,other,V3.0,,1812,1812,Int,40907,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40907
908,,其他,other,V3.0,,1814,1814,Int,40908,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40908
909,,其他,other,V3.0,,1816,1816,Int,40909,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40909
910,,其他,other,V3.0,,1818,1818,Int,40910,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40910
911,,其他,other,V3.0,,1820,1820,Int,40911,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40911
912,,其他,other,V3.0,,1822,1822,Int,40912,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40912
913,,其他,other,V3.0,,1824,1824,Int,40913,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40913
914,,其他,other,V3.0,,1826,1826,Int,40914,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40914
915,,其他,other,V3.0,,1828,1828,Int,40915,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40915
916,,其他,other,V3.0,,1830,1830,Int,40916,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40916
917,,其他,other,V3.0,,1832,1832,Int,40917,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40917
918,,其他,other,V3.0,,1834,1834,Int,40918,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40918
919,CH1蒸发报警,冷水机组,fault_alarm,V4.4,新增,1836,1836,Int,40919,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40919
920,CH1冷凝报警,冷水机组,fault_alarm,V4.4,新增,1838,1838,Int,40920,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40920
921,CH2蒸发报警,冷水机组,fault_alarm,V4.4,新增,1840,1840,Int,40921,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40921
922,CH2冷凝报警,冷水机组,fault_alarm,V4.4,新增,1842,1842,Int,40922,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40922
923,CH3蒸发报警,冷水机组,fault_alarm,V4.4,新增,1844,1844,Int,40923,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40923
924,CH3冷凝报警,冷水机组,fault_alarm,V4.4,新增,1846,1846,Int,40924,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40924
925,CH4蒸发报警,冷水机组,fault_alarm,V4.4,新增,1848,1848,Int,40925,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40925
926,CH4冷凝报警,冷水机组,fault_alarm,V4.4,新增,1850,1850,Int,40926,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40926
927,CH5蒸发报警,冷水机组,fault_alarm,V4.4,新增,1852,1852,Int,40927,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40927
928,CH5冷凝报警,冷水机组,fault_alarm,V4.4,新增,1854,1854,Int,40928,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40928
929,CH6蒸发报警,冷水机组,fault_alarm,V4.4,新增,1856,1856,Int,40929,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40929
930,CH6冷凝报警,冷水机组,fault_alarm,V4.4,新增,1858,1858,Int,40930,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40930
931,CH7蒸发报警,冷水机组,fault_alarm,V4.4,新增,1860,1860,Int,40931,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40931
932,CH7冷凝报警,冷水机组,fault_alarm,V4.4,新增,1862,1862,Int,40932,,1报警；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40932
933,,其他,other,V3.0,,1864,1864,Int,40933,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40933
934,,其他,other,V3.0,,1866,1866,Int,40934,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40934
935,,其他,other,V3.0,,1868,1868,Int,40935,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40935
936,,其他,other,V3.0,,1870,1870,Int,40936,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40936
937,,其他,other,V3.0,,1872,1872,Int,40937,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40937
938,,其他,other,V3.0,,1874,1874,Int,40938,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40938
939,SY-冷却塔风机加载计时,冷却塔风机,other,V4.5,修改名称,1876,1876,Int,40939,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40939
940,SY-冷却塔风机减载计时,冷却塔风机,other,V4.5,修改名称,1878,1878,Int,40940,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40940
941,SY-CT2冷却塔风机加载计时,冷却塔风机,other,V4.5,删除,1880,1880,Int,40941,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40941
942,SY-CT2冷却塔风机减载计时,冷却塔风机,other,V4.5,删除,1882,1882,Int,40942,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40942
943,SY-CT3冷却塔风机加载计时,冷却塔风机,other,V4.5,删除,1884,1884,Int,40943,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40943
944,SY-CT3冷却塔风机减载计时,冷却塔风机,other,V4.5,删除,1886,1886,Int,40944,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40944
945,SY-CT4冷却塔风机加载计时,冷却塔风机,other,V4.5,删除,1888,1888,Int,40945,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40945
946,SY-CT4冷却塔风机减载计时,冷却塔风机,other,V4.5,删除,1890,1890,Int,40946,,1S,S,1,R,冷却塔参数,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40946
947,,其他,other,V3.0,,1892,1892,Int,40947,,,,,,冷却塔参数,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40947
948,,其他,other,V3.0,,1894,1894,Int,40948,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40948
949,,其他,other,V3.0,,1896,1896,Int,40949,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40949
950,CH1运行,冷水机组,manual_stop,V3.0,,1898,1898,Int,40950,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40950
951,CH1远程,冷水机组,remote_status,V3.0,,1900,1900,Int,40951,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40951
952,CH1故障,冷水机组,fault_alarm,V3.0,,1902,1902,Int,40952,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40952
953,CH2运行,冷水机组,manual_stop,V3.0,,1904,1904,Int,40953,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40953
954,CH2远程,冷水机组,remote_status,V3.0,,1906,1906,Int,40954,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40954
955,CH2故障,冷水机组,fault_alarm,V3.0,,1908,1908,Int,40955,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40955
956,CH3运行,冷水机组,manual_stop,V3.0,,1910,1910,Int,40956,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40956
957,CH3远程,冷水机组,remote_status,V3.0,,1912,1912,Int,40957,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40957
958,CH3故障,冷水机组,fault_alarm,V3.0,,1914,1914,Int,40958,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40958
959,CH4运行,冷水机组,manual_stop,V3.0,,1916,1916,Int,40959,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40959
960,CH4远程,冷水机组,remote_status,V3.0,,1918,1918,Int,40960,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40960
961,CH4故障,冷水机组,fault_alarm,V3.0,,1920,1920,Int,40961,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40961
962,CH5运行,冷水机组,manual_stop,V3.0,,1922,1922,Int,40962,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40962
963,CH5远程,冷水机组,remote_status,V3.0,,1924,1924,Int,40963,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40963
964,CH5故障,冷水机组,fault_alarm,V3.0,,1926,1926,Int,40964,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40964
965,CH6运行,冷水机组,manual_stop,V3.0,,1928,1928,Int,40965,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40965
966,CH6远程,冷水机组,remote_status,V3.0,,1930,1930,Int,40966,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40966
967,CH6故障,冷水机组,fault_alarm,V3.0,,1932,1932,Int,40967,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40967
968,CH7运行,冷水机组,manual_stop,V3.7,新增,1934,1934,Int,40968,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40968
969,CH7远程,冷水机组,remote_status,V3.7,新增,1936,1936,Int,40969,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40969
970,CH7故障,冷水机组,fault_alarm,V3.7,新增,1938,1938,Int,40970,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40970
